timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0;time;ac_supported
1520005026.6840446;beacon;20;54:4a:00:c7:69:a1;1;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:06;
1520005026.982553;beacon;20;24:01:c7:ac:db:a0;13;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:06;
1520005027.0317822;beacon;20;24:01:c7:ac:db:a2;13;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:07;
1520005030.2143972;beacon;20;24:01:c7:ac:db:a1;13;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:10;
1520005043.2442145;beacon;20;54:4a:00:c7:69:a0;1;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:23;
1520005043.34752;beacon;20;54:4a:00:c7:69:a2;1;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:23;
1520005083.872552;beacon;40;64:70:02:39:05:e9;11;4;doptrack;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:38:03;
1520005105.5901139;beacon;20;d8:24:bd:4f:cf:10;9;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:38:25;
1520005112.9004576;beacon;20;1c:aa:07:b0:74:c2;1;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:38:32;
1520005112.94954;beacon;20;1c:aa:07:b0:74:c1;1;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:38:32;
1520005113.0601962;beacon;20;1c:aa:07:b0:74:c0;1;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:38:33;
1520005122.0675821;beacon;20;1c:aa:07:6f:28:50;9;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:38:42;
