timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;24.0;36.0;48.0;54.0;time;1.0;2.0;5.5;11.0;9.0;18.0;6.0;12.0;ac_supported
1520004082.1584897;beacon;40;c0:a0:bb:e9:c4:2a;13;4;Poekskie's pallace;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.2027297;beacon;40;30:5a:3a:a4:d0:d0;13;4;Balpol 68;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.4322839;beacon;20;04:a1:01:66:20:f4;6;4;NETGEAR44;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.4524586;beacon;20;00:80:5a:5a:ba:e6;6;4;C54BRS4A;True;True;False;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.5644822;beacon;40;50:c7:bf:46:65:fb;6;4;TP-LINK_65FB;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.7169828;beacon;40;64:d1:a3:43:3e:44;11;4;Euler;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;True
1520004082.8547134;beacon;40;64:d1:a3:25:48:62;11;4;SitecomNK;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004084.1871953;beacon;40;40:9b:cd:41:27:b0;8;4;MagnetronWi-Fi2.4GHzvovovo;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:24;True;True;True;True;True;True;True;True;
1520004084.5027008;beacon;40;6c:fd:b9:30:95:3e;9;4;A380;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:24;True;True;True;True;True;True;True;True;
1520004084.541971;beacon;20;00:1a:70:35:cf:c8;9;4;;True;True;False;1.0;True;True;True;True;2018-03-02 16:21:24;True;True;True;True;True;True;True;True;
1520004084.724413;beacon;20;2c:d0:2d:ed:85:c0;5;6;eduroam;True;True;True;24.0;True;True;True;True;2018-03-02 16:21:24;;;;;;;;;
1520004084.8227093;beacon;20;2c:d0:2d:ed:85:c1;5;6;TUvisitor;True;True;True;24.0;True;True;True;True;2018-03-02 16:21:24;;;;;;;;;
1520004084.854527;beacon;20;50:46:5d:00:a9:98;5;4;barrrrrpol;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:24;True;True;True;True;True;True;True;True;
